userName;score;at;content;;
Elditama Rezky Zulkarnain;5;15/10/2023 14:48;Aplikasi yang bagus memudahkan penumpang untuk boarding pass ~ dan Check-In. Good KAI Indonesia. ~Sukses selalu saya habis naik Argo Cheribom Express Pelayanan Nyaman Sekali, dan Railfood beuhh sangat mudah sekarang tinggal lewat aplikaai pesannya, saya beli Cuankinya Anget enak sekali Toplah BUMN yang maju ya hanya KAI 👍;;
Asyraf Aufa;1;15/10/2023 14:07;Aplikasinya emang update tapi buat kinerja nya downgrade banget, mana tiap masuk eror terus padahal devicenya mendukung banget buat apk ini, gmna nih aplikasi pemerintah katanya tapi kinerja kaya gini;;
Titi Mulyati;5;15/10/2023 14:01;Tambah keren tambah lancar aplikasi nya;;
Listiantoro W;1;15/10/2023 13:24;Disarankan jgn Download yg terbaru.. ribet, harga tidak sesuai yg di cantumkan. utk menu railfood tolong dipastikan kembali ketersedianya..;;
fitri wulansari;5;15/10/2023 13:18;Lemot;;
Rere Febriani;3;15/10/2023 11:57;Kalau toup dari Mbanking kenapa harus menunggu/dipending yaa, sampe 15menit baru masuk. Harusnya sistemnya lebih diperbaiki lagi sih.;;
Zainal Arifin;1;15/10/2023 11:36;Tidak bisa membeli tiket lokal;;
you the new;5;15/10/2023 11:20;Alhamdulillah lancar juga aplikasi juga aku pesen tiket juga lancar aja tidak force close aku suka ini;;
Andika Nz;1;15/10/2023 09:53;Lengkapi data diri di profil, setelah dilengkapi tetap tidak bisa muncul namanya di menu profil;;
Ira Netania;2;15/10/2023 08:22;Untuk tiket Binjai Medan tidak ada tampilan, membuat pengguna bingung;;
Fitriana Dwi Larasati;1;15/10/2023 08:21;Aplikasi eror trs,. Selalu logout sendiri Ketika mau login gagal trs muncul coding nya,. Mau komplen kesiapa bingung soalnya gada csnya Tolong diperbaiki sebaik-baiknya agar lancar dan tidak MENYUSAHKAN pengguna 🙏;;
Misran Muhamad;1;15/10/2023 08:12;Gimana ini woe mau cencet dari aplikasi lain gak bisa sue;;
Meta Regita;2;15/10/2023 07:41;Pembayaran nya sangat sulit terhubung, padahal udah pernah melakukan lewat ovo malah terus aja terjadi kesalahan, rempong;;
Rini Silitonga;1;15/10/2023 07:40;Aplikasinya bikin pusing pas mau aktivasi kai pay. Sampai ganti gmail 2 kali gagal terus.;;
erwin tok;1;15/10/2023 05:43;Kenapa sekarang tambah ribet,, pencarian kereta antar kota ko cuma ada stasiun besar;;
Ulfah Zakiah;1;15/10/2023 05:27;Kenapa ya suka susah mau cari stasiun tujuannya jadi kaya loading gitu;;
Variz;2;15/10/2023 05:07;semua stasiun gabisa beli offline, trus harus beli online di aplikasi ini. Tapi gini, malah utk bayar gabisa pke ovo dll aneh gajelas bgt;;
mega aulia;1;15/10/2023 04:38;Saat digunakan aplikasi selalu error,lebih mudah aplikasi KAI yang lama🙏🏻;;
Vina Putri;1;15/10/2023 04:18;Parah .. stlah upgrade malah makin kacau ! Masa akun log out sndri, pas mau masuk dg email katanya email blm terdaftar ..!!! Aneh aneh .. ga jelas!!!!!! Giliran daftar trs d kirim OTP ehhh time out time out trs..!!! Parah woooyyy aplikasi nya,,, BAPUK KAI ACCES!!!!!!;;
Ach Fauzi Pratama;1;15/10/2023 04:18;Ini inisiatif/konsepsi siapa sih, aplikasi tambah gak guna....lebih bagus versi yang lama....;;
handoko try;5;15/10/2023 04:14;setelah up bug sudah di perbaiki terimakasih terus berbenah;;
Febrian Arif;1;15/10/2023 04:11;Apknya sering erorr wktu pas pembayaran dengn e walet gagal terus padahal sudah terhubung dan kadang double pembayaran heran bgus apk yng kmren;;
Tasya Febrianti;1;15/10/2023 03:48;"Kenapa pembelian tiket/jadwal tiketnya tidak ada ya? Sudaj daya coba berkali"" tidak keluar -keluar jadwal untuk membeli tiketnya baik di kereta api antarkota ataupun yang lokal. Jadi ribet tidak bisa pesan via aplikasinya.";;
bayu rakasiwi;1;15/10/2023 02:58;Kenapa ngga bisa mengakses jadwal melalui KAI access? Apa masalahnya? Biasa juga enak buat akses & pesan tiketnya ini kok malah jadwal kosong keterangannya... Padahal udah diperbarui apk nya;;
Wahyu Febriyansyah;1;15/10/2023 02:56;Udah berhasil top up lewat kai pay udah masuk juga tiba tiba jadi 0 lagi, aplikasi juga bisa korup ternyata;;
Adrian Syata;1;15/10/2023 02:19;Lebih bagus versi lama;;
Nimas Ayu Budiarti;1;15/10/2023 02:08;Susah buat daftar;;
Khalish Ajhar;4;15/10/2023 00:41;Beberapa minggu lalu sempet ada pelayanan kereta cepat atau KCIC, sekarang kok dihilangkan pelayanannya, padahal kereta cepat atau KCIC sudah beroperasi ?;;
Yusron;1;15/10/2023 00:03;lebih bagus yang dulu, sekarang makin lemot dan ribet;;
Ma'ruf Musthafa;1;14/10/2023 23:39;kenapa untuk informasi account nya tidak bisa di edit?;;
Ocean Investama;5;14/10/2023 23:22;ok. sangat mudah dan murah+ membantu saya.;;
Evi Darwati;2;14/10/2023 22:17;Fitur pemilihan tiket jarak jauh agak ribet,pembayaran utk kai lokal susah pk ovo tp tidak bisa connekting. Akhirnya gk jd psen;;
Penikmat Pahit;1;14/10/2023 18:28;Tolong dong untuk yang belom vaksin di beri vitur tidak bisa booking tiket;;
Hanik Afifah;3;14/10/2023 18:02;Pesan tiket KA lokal 7 hari sebelumnya jam 00.30 masa sdh habis..;;
Trisna Nur;2;14/10/2023 17:28;Aplikasi masih sering error, untuk pemesanan tiket jadwal selalu tidak muncul diwaktu pemesanan, tolong segera dilakukan perbaikan aplikasi nya.;;
Muhammad Jamil;1;14/10/2023 16:17;Balikin penampilan dan kinerja apk kai accsess yang dulu!!;;
edy kurniawan;1;14/10/2023 16:11;Kenapa tiket sya tdak bisa muncul. Pdhal sudah lunas pembayaran ada 3item tiket. Tpi yg mncul cma 1 yg paling akhir bayar. Di search manual pake kode book jga sma aj tdak ditemukan. Lbih baik pake app pihak ke-3;;
Puji Riadiyanti;2;14/10/2023 16:02;Enakan versi lama,versi baru bikin bngung trus harus login tiap mau di buka,, E walet nya gk bsa d gopay harus ovo terpaksa downlod lg hemm;;
Andrian Syahputra;1;14/10/2023 15:43;Tiket yg sudah dibeli tidak ada muncul di fitur tiket saya, dan kalaupun mau melihat tiketnya harus memberi kode pembayaran, lah darimana tau kode pembayaran, masa ia harus 2 kali beli. Lebih mudah dipakai KAI accses yg lama.;;
Angga Fredy;2;14/10/2023 12:45;Kenapa saya download apk gak bisa masuk masuk ,,sudah 2x saya download;;
Tino Aprilianto;1;14/10/2023 12:29;Kenapa setiap mau pembayaran lewat apk ovo selalu gagal ada kesalahan terus,malah mempersulit;;
Barry Farhan;5;14/10/2023 11:11;No hp dan katasandi sy bner knp gabisa login, mending versi lama itu sngt membantu sy dlm pesen tiket;;
SURYANI;1;14/10/2023 11:10;Tidak muncul stasiun Kutoarjo;;
Muhammad Farid;5;14/10/2023 10:42;Terimakasih... aplikasinya sangat bermanfat bagi saya. Kedepannya semoga bisa di tingkatkan lagi.;;
tony setiawan;2;14/10/2023 10:25;Setelah update, kenapa pembayaran tiket nggak bisa pake OVO? Masak perbaikan dari kemarin2 ngggak beres2...;;
Sosrotadi Pratomo;2;14/10/2023 10:18;baca komentar yg ada, jadi batalkan utk download app...tanpa download n buka app. ini, sdh bisa diduga, sptnya parah banget versi upgrade app ini...perlu dianuin tuh software developernya;;
Budijana Abushofia;4;14/10/2023 09:51;Sudah 2x NIK saya angka depannya hilang satu (angka 3). Dulu sewaktu KAI akses update dan waktu pembatasan penumpang karena covid sampai sekarang. Mau komplen tapi psw lupa. Topup juga gak ada BRI, padahal BRI itu banyak yg pake. Akibatnya kena biaya admin Rp6500 krn gak bisa pake Bi fast yg Rp2500. Dulu sih saya pake Linkaja. Jadi ribet dah... 😁;;
Babajuba Forfun;3;14/10/2023 09:36;KURANG MAINTENANCE !! METODE PAYMENT ERROR BURUAN BETULIN CUY;;
Fajar pratama;2;14/10/2023 09:27;sekarang kok jadi jelek bgt, ga jelas bgt. bermasalah terus katanya. udah pake wifi juga padahal, pake telkomsel juga pdhal buat yg lain oke oke aja loh. tolong ditingkat lah. ga sadar tuh penilaiannya cuma 2.2;;
Siti Cholifah;1;14/10/2023 09:21;Aplikasi sering nge bug saat pembayaran pesanan tiket, padahal pembayaran menggunakan kai pay, saldo sering kepotong 2x harga tiket;;
Ibah Azza;1;14/10/2023 08:44;Error' terus tidak bisa melakukan pencarian stasiun;;
Arif Supriaji;1;14/10/2023 08:32;jelek ngk bisa nyari;;
Nur Toyibah;1;14/10/2023 06:59;"Untuk apknya lebih muda pas masih""KAI Acces"" dari pada yg baru klo lihat tiket pasti tulisannya ""jadwal kosong"" gk bisa liat tiket samsek";;
jjk jungs;1;14/10/2023 06:49;Tolong balikin aplikasi yang dulu, kalau yang sekarang untuk liat jam berangkat kereta aja sulit banget, ga sesuai sama datangnya kereta. Suka sebel;;
Eka Kurniawan;1;14/10/2023 06:45;update nya jadi jelek, bagusan kai yang dulu. ini warna warni ga enak dimata, lemot juga. project murahan ini, mending yg dulu.;;
mia rosmiati;5;14/10/2023 06:39;Aplikasi ini memudahkan saya sebagai pengguna KA, tidak perlu antri di loket tiket, tinggal langsung scan;;
Muhammad Arief Wicaksono;2;14/10/2023 06:28;Aplikasinya stuck di loading screen;;
ARIF HIDAYATURROHMAN;1;14/10/2023 06:23;bagus yg lama;;
Huda Can;5;14/10/2023 06:11;Pokok e sep wess;;
kuya balap;1;14/10/2023 04:50;JANGAN MAU PAKE APK PENIPUAN, UDH TOPUP TAPI SALDO GA MASUK CUIHH;;
Herry Eme;1;14/10/2023 04:48;Semenjak update sy udah ga bisa bayar pake ovo jd gagal berangkat pake kereta;;
zenal arif;2;14/10/2023 04:32;Pengisian Saldo KAIpay lama.. Sudah 30 menit sejak pembayaran berhasil tapi saldo masih belum masuk juga.. Itu sama aja kaya ngerampok;;
Rizal Sayang;4;14/10/2023 04:26;Tolong untuk sistem boarding Face recognition nya bisa di upgrade lagi agar satu akun Kai Acces bisa untuk Registrasi Face Recognition nya bisa untuk lebih dari 1 penumpang dalam satu aplikasi biar ga usah buat akun lagi;;
Febric vanda pratama;1;14/10/2023 04:18;Untuk menambah Metode Pembayaran (e-Wallet) tidak bisa, melakukan pembayaran dengan top up di saldo aplikasi, setelah melakukan pembayaran ada notif gagal, di klik lagi ke dua kali juga gagal, tetapi setelah keluar ke beranda, saldo di aplikasi sudah habis, berarti tadi waktu pembayaran dengan notif gagal, sebenarnya sudah masuk/berhasil 2x, aplikasi mudah yang lama, tidak mengutamakan kemudahan tetapi penampilan.;;
Mila Sindika;1;14/10/2023 04:13;Menurut saya rada susah, bagus aplikasi yang lama, untuk aplikasi yang baru ini tidak muncul tiketnya kosong;;
Banana Sky;3;14/10/2023 04:06;Ko sekarang gabisa bayar lewat ovo yah?;;
Reubun Bekasi;1;14/10/2023 03:34;Bukan makin baik tapi makin sombong... proses daftar untuk reduksi tolong d permudah d app jangan d bikin susah.. makin buruk lama lama... menang ka Bagus doang tp pelayanan buruk;;
ayusafitri lexion;1;14/10/2023 03:21;eror mulu...ga mutu;;
Dyah ninda sari;1;14/10/2023 03:10;Balikin KAI yang dlu ,ini susah ,mau upgrade biar bisa pesen jugaa gakbisa;;
melissa melinda;1;14/10/2023 02:56;aplikasi kok terjadi kesalahan terussss..hufttt;;
All Music;1;14/10/2023 02:45;Login menggunakan no HP kode otp sudah masuk ke sms. Waktu diisi kok gak bisa invalid;;
musthofa official;3;14/10/2023 01:10;di tambah fitur chat dengan call center dong.. agar lebih mudah untuk berinteraksi.. dan fitur login dengan biometrik;;
Sari Sahariba;1;14/10/2023 00:44;Mending balik keversi lama saja;;
Putra Al farizi;1;13/10/2023 21:55;"Min kok Setelah Di Update Aplikasi Nya Malah Makin Jelek Ya ? Mengapa Saat Memilih Pembayaran Menggunakan OVO Malah Tidak Bisa Selalu Ada Tulisan """"ups Terjadi Kesalahan"""" padahal Sinyal Kencang. Mohon di perbaiki Lagi Apk Nya.";;
Ratu Chyntia;1;13/10/2023 20:12;Kenapa setelah ganti nomor tlp saldo saya malah jadi hilang, tolong bantu jelaskan;;
ujang ahmad nawawi;2;13/10/2023 18:07;"Sebenarnya Aplikasi Sangat membantu. Tapi Kalau Minta Update jangan Maksa dan Jangan Auto keluar Akun, Ga keluar ga apa Tau"" Logout. Kalau minta update data saya jangan dihapus. Masa Nomor saya Sama Email mau ganti Pin Gabisa. Cerdas dikit.ganti pin pake kode otp kek jangan cuma Pake email. KENAPA TIDAK ADA LAGI PEMBAYARAN SHOPPEPAY";;
A Rivai;1;13/10/2023 17:43;Hewan haram lahh,,ribet anyim, beli tiket doang banyak nanya;;
Elida Sari;1;13/10/2023 17:38;Hai kenapa kai lokal tidak dapat diakses?;;
Endang Lukman;1;13/10/2023 17:25;Opsi pembayaran langsung terbatas, ui ribet, aplikasi yg belum matang;;
Feni Agustina Larasati;2;13/10/2023 17:20;Kecewa bgt habis perbarui kok makin jelek aplikasinya;;
Hakiki pranaa;1;13/10/2023 16:39;Sangat bagus;;
Ramlan Sudian;3;13/10/2023 16:28;"Kenapa ya, di beberapa perangkat selalu Ada peringatan ""Kadaluwarsa"" saat melalukan pembayaran padahal pake akun yang sama,, tolong di bantu 🙏🏽";;
Agustoni Ivan;2;13/10/2023 15:41;error waktu cari kota atau stasiun di samsung a52s 5G dan a71;;
Bambang Sugeng;4;13/10/2023 14:03;Perbaikan aplikasi tentunya diharapkan ada perbaikan sana sini, tapi kena apa nama setasiun yg dicari ada yg hilang, misalnya untuk kereta lokal, untuk nama setasiun Cimekar dan setasiun Gedebage tidak ada di pencarian sehingga menulitkan untuk pemesanan tiket, mohon di cek lagi trimakasi.;;
Barira Zahro;1;13/10/2023 13:42;Mau masukin pembayaran ga ada yang nyambung..dari dulu untuk pembayaran ga pernah ada perbaikan;;
Pernah Muda n;5;13/10/2023 13:39;Yg tidak punya hp g bisa pesan tiket ..;;
Ummu Farras;5;13/10/2023 13:18;Aplikasinya bagus kok..... Walaupun ya begitulah;;
Fadhil Baihaqi;1;13/10/2023 12:51;Di update jadi makin bermasalah. Pesan kereta lokal jadi nggak bisa, dibilang jadwal kosong di semua tanggal;;
ito prakoso;1;13/10/2023 12:07;beli tiket bandara kenapa pas mau bayar proses kadaluwarsa terus?;;
Rascal;1;13/10/2023 11:47;Aplikasi tidak berguna banyak bug nya dan tidak nyaman seperti dulu tolong perbaiki jangan di persulit.saya kecewa saya harus pesan lewat aplikasi yang lain daripada pada pakai aplikasi ini sangat kecewa;;
Catur Indah;1;13/10/2023 11:33;Sangat jelek.terlalu ribet.dan stiap buka harus verifikasi terus²an;;
Indra Sukendar;1;13/10/2023 10:43;Kenapa tiba log out lalugak bisa masuk akun lagi;;
Suryadi Suryadi;5;13/10/2023 10:33;Mudah diaccess;;
Yustititana Khairunisa;2;13/10/2023 10:20;Sekarang aplikasinya terlalu ribeet,,,;;
Rifky Ridwansyah;1;13/10/2023 08:51;"Setiap pesan tiket selalu ada tulisan merah ""tidak mendapatkan kursi"" dan metode pembayaran nya cuman e wallet sama kartu debit doang gak bisa lewat alfa/indomaret RIBET BANGET SUMPAH!!!";;
Flora Andarini;4;13/10/2023 08:50;Kenapa sekarang gak bisa pesan KAI lokal yaa;;
Ifentry _ut;3;13/10/2023 08:33;Masih lambat loading perlu diperbaiki lagi agar cepat org meng aksesnya.;;
Rebel Security;1;13/10/2023 08:10;Sangat Kurassng;;
NKRI 102;1;13/10/2023 07:56;Yg yg tertera tdk sesuai setelah diklik;;
Fikri Muchamad;1;13/10/2023 07:04;Saya top up 2 kali uang TDK masuk ke saldo;;
Joko Gendeng;1;13/10/2023 06:39;Aplikasi gak mutu KAI acces itu aplikasi sampah uninstall semua;;
TEMAN GAMING;1;13/10/2023 06:11;Bikin aplikasi yg bener jgn makan gaji buta;;
Gilang Ramadhan;5;13/10/2023 05:37;Keren sihh aplikasinya, dari milai pembayaran, rute dan informasi detail;;
Sulistya Wardhani;1;13/10/2023 05:36;Knapa stiap saya mau bayar pakai qris atau ovo selalu gagal...pdhal ada isi nya smua dan pemesanan ssuai dngan jadwal dan nama penumpang. Knapa skrg baru tampilannya,lbih upgade tpi kok tmbah rumit. Bagaimna ini caranya;;
Putry Gemini;1;13/10/2023 05:26;Mohon maaf, ini kok malah parah ya... Sudah ditransfer untuk penjemputan pake taxi kok malah ilang padahal sudah ditransfer ....;;
Sherly Rahmeida;1;13/10/2023 04:27;Setelah diupdate kenapa malah jadwal nya gk keluar ya? Udh di uninstall dan instal lagi ttap begitu;;
Tantan Hadian;1;13/10/2023 04:07;Aplikasi nya udsh bagus, tapi setiap mau pesan tiket selalu gak ada kursi mulu, jelek lahh;;
DAVID JUNAIDI;4;13/10/2023 03:59;No telepon yang sebelumnya kan hangus kenapa mau ganti no telepon yang baru malah gak bisa yaa.. tolong dong diperbaiki lagi masa iya saya harus mengaktifkan no hangus di kantor kartu telepon dulu sih;;
Muhamad Sidik;1;13/10/2023 03:34;Dear Kai, tiket kereta tidak muncul... udah hapus cache dll tetep aja ga muncul..balik ke kai versi lama tiketnya muncul.. perbaiki... coba kereta jember- semarang di kai baru tidak muncul..tapi di kai lama tiketnya muncul..tgl semua saya input sama;;
Eko Setiawan;1;13/10/2023 03:14;Aplikasi terburuk!!!!;;
Mhd Randy Firmansyah;5;13/10/2023 01:47;Kenapa aplikasi ini mengalami bug ketika ingin melakukan pembayaran tiket melalui OVO. Mohon kepada pihak KAI untuk melakukan perbaikan.;;
Riswanda Briantoro;1;13/10/2023 01:40;Apk yang terbaru sering error dan sering ga bisa cek tiket waktu on trip. Pembaharuan sistem ko malah jadi buruk sih bukannya tambah mudah di akses dan seharusnya tidak mudah error. Tolong segera diperbaiki karena sekarang aturannya klo salah tempat duduk bakal kena konsekuensi sedangkan sistem aplikasinya aja sering error.;;
Suzie Queenta;1;13/10/2023 01:36;Kenapa mencari kereta api local selalu yg kluar jadwal kosong;;
Nuzula Arta Karina;1;13/10/2023 01:35;Bug nya tolong diperbaiki. Buruk;;
luki pandudewa;2;13/10/2023 01:34;Udah update apps ini sering eror;;
Rendy Praditya;5;13/10/2023 01:32;Bagus bnget;;
Dedy Kuswandi;1;13/10/2023 01:32;Aplikasi gak bermutu fiturnya banyak yg error;;
Rizka Khusnul Habibah;1;13/10/2023 01:27;Nyari tiket online ga muncul sama sekali, bahkan di next day pun nggak ada;;
Arlita Asya;2;13/10/2023 01:23;apk sering ngebug, padahal sedang genting dan diharuskan memesan tiket kereta, tapi apk nya ngebug terus!;;
Desi Windiyani;5;13/10/2023 01:21;"Kenapa sekarang KAI Lemot bgt pas pencarian. ""COBA CONECTING TRAIN"" tolong segera di perbaiki";;
احمد صدق;1;13/10/2023 01:18;ini kenapa eror mulu.. saya lg butuh banget untuk sekarang.. tpi eror mulu.. gak bisa pesen tiket.. MOHON MAAF SERVER KITA BEKERJA TERLALU KERAS, MOHON BERSABAR DAN COBA LAGI;;
Shey Nathania;1;13/10/2023 01:17;Setelah update tgl 13 Okt 2023 malah tidak bisa muncul pencarian jadwal kereta. Lebih baik tudak perlu diupdate. Versi sebelumnya sudah baik. Ini sama sekali tidak berguna.;;
Muhamad Saiful;2;13/10/2023 01:13;Agak rumit bagi yang belum paham sangat. tampilan sih Its oke. apk lama menurutku lebih feminim kagak banyak menu ini itu. hufff;;
Herdian Ranni;5;13/10/2023 01:06;Aplikasi sering eror,, tiket yang sudah dibeli tidak bisa ditampilkan. Mohon segera perbaiki;;
Alfata Warapanca;1;13/10/2023 01:06;Kode otp ngak di kirim kirim lama sekali access;;
heey kuyy;1;13/10/2023 01:04;Apk jadi jelek. Server jelek;;
Astri Nursyamsiah;2;13/10/2023 01:01;Untuk rute KA lokal kenapa gagal terus, harus coba lagi sampe 2 hari gak bisa akses.. sebelum sya update aman aman saja, balik ke yang lama udah gak bisa ya...;;
Jeon Nasha;1;13/10/2023 00:59;Saya cari tiket ga bisa,berkali2 refresh tulisannya selalu jadwal kosong padahal biasanya selalu ada, ini gmna si? Pdhl internet juga ada ini yg bermasalah apl nya!;;
Anwar Luthfi;1;13/10/2023 00:57;Lebih nyaman yang dulu, coba diperbaiki lagi min apk nya sering eror dan tidak dapat melanjutkan ke pembayaran;;
Pengguna Google;1;13/10/2023 00:50;Apk mu makin kesini makin aneh,sekelas kai nolak transaksi dengan alasan transaksi lagi tinggi🤣,admin bilang pak bos apk nya sampahhh;;
NAFIL 7E;1;13/10/2023 00:48;Bug Mulu nih setiap mau berangkat naik kereta h-2jam sebelum keberangkatan;;
Ririn Nindy Ryani;1;13/10/2023 00:44;Menyesal telah mengupgrade, buknnya makin baik malah buruk,. Sungguh sangat sangat sangat ingin menangis akutu, jelek bgt sumpah, udah bayar gak muncul² tiketnya ntah udah trkonfirm at belum, mau pesen tiket lagi gagal trus dg pemberitahuan gangguan mulu, gangguan kok terus²an, pagi² bkin badmood aja, perasaan yg lama malah enak² aja gak ribet gak sering gangguan;;
meilya devyanii;2;13/10/2023 00:41;kok mudah sekali eror ya servernya;;
Yeti Mareta;1;13/10/2023 00:38;Pesan tiket, server sibuk terus, jadinya ga bisa pesan;;
USR Story;3;13/10/2023 00:37;Kak tolongin ini kenapa ga bisa pesen tiket jadwal tidak ada setelah update tolongin ya allah;;
